uid,group,label_raw,label,text_min,model_pred,annot_true_sentiment,annot_label_is_wrong,annot_note
48b52a879e21e68e,mixed_script,3,negative,প্রোডাক্টটি আজকেই হাতে পেলাম দাম হিসেবে প্রোটেক্টর কোয়ালিটি ভালোই আছে এটা একদম straight keyboard এর জন্য কিছুটা কার্ভ হলে ভালো হতো তবে আমার কাজের জন্য চলে,positive,,,
3039ed2a524439d0,bangla_script,5,positive,"মোটামুটি,তেমন ১টা সুভিদার না...",negative,,,
3efddc6f9759bb7a,english,3,negative,"Assalamualaikum, Sunscreen is good. smell is really amazing. love it. thank you",positive,,,
2aa59b8348157b6e,bangla_script,2,negative,আলহামদুলিল্লাহ যেমনটা দেখছি তেমনটাই পাইছি,positive,,,
d07ce289b3300857,bangla_script,3,negative,আলহামদুলিল্লাহ। ঠিকঠাক হাতে পেয়েচি। কিন্তু দামটা একটু বেশিই মনে হলো। তাও নেওয়ার মতো।,positive,,,
24709b5797322627,romanized_codemixed,5,positive,Chorom 1ta faltu product quality ekdom E baje ayta kono kaz er product na fully waste Of money.kew kinben nh,negative,,,
e7a922517fcf1445,bangla_script,4,positive,"জিনিস ভালো, তবে ফাইভ স্টার দিতে পারলাম না এই কারণে যে ওয়াইফাই রাউটার থেকে দুই দেয়াল পর আর কানেকশন পায় না। সিগনাল রিসিভার আরেকটু ভালো হওয়া উচিত ছিলো।",negative,,,
74370a80de45d3a9,bangla_script,5,positive,এত একটা ভাল নয় কলার টা কারাপ,negative,,,
9925506699cd9f94,english,1,negative,thanks for such a good product,positive,,,
367ea529705140c6,romanized_codemixed,3,negative,thiki ache same as pictures,positive,,,
a683d26e347f4355,romanized_codemixed,5,positive,network a distrub kore,negative,,,
2bdf62646d93842a,bangla_script,5,positive,বাজে একটা পোডাক্ট কথা কাজের কোন মিল নাই 50 টাকার জিনিস 270 নিলো ডিজাইনেও মিল নাই,negative,,,
71d4425e94dcdeaf,bangla_script,1,negative,আলহামদুলিল্লাহ অল্প দামে ভালো কিছু পাইলাম আপনারাও নিতে পারেন,positive,,,
f2ee719ace83fcde,english,3,negative,so cute ☺️🪳,positive,,,
e9f0b82e678819f9,romanized_codemixed,3,negative,asole Ami babohar Kori Nai.But perfume Ta masallah.baboharer Por Abar review Debo.,positive,,,
fa69f3d303fc4fc6,romanized_codemixed,5,positive,2 ta order korsi ekta dise old version r ekta new version,negative,,,
b67069506567edeb,bangla_script,5,positive,তেমন একটা ভালো না তবে একবারে ও খারাপ না,negative,,,
269d0ccd0cc7b7aa,romanized_codemixed,5,positive,Product ta peye amr matha nosto hoya gase akhon ami pagol,negative,,,
82e9f1b9dd8e4cc5,bangla_script,5,positive,এক ভারে নরমাল মাল এত বাজে,negative,,,
a8de9bda64785230,romanized_codemixed,3,negative,"Very soft bra, if its prise 250taka it will good",positive,,,
bc03061af79d10e9,bangla_script,1,negative,খোব সুন্দর অনেক ভালো,positive,,,
b0f174452bc089d4,mixed_script,4,positive,সত‍্যি কথা বলতে প্যাকেজিংটা একদম বাজে ছিলো। এতে ভি 30 সাপোর্ট করে না। ১২৮ জিবিটা তে ভি ৩০ সাপোর্ট করে। মাত্র 61gb জায়গা পেয়েছি। সব মিলিয়ে মোটামুটি ভালো বলা যায়। তবে প্রোডাক্টটা অরজিনাল ব্যাপারে আমার একটু সন্দেহ আছে। কারন কিউ আর কোড করে স্ক্যান করার যে ওয়েবসাইট গেলাম সেখানে এই মেমোরি কার্ডের কোন ছবি নাই অথচ বার কোড যেটা লম্বা সেখানে এটি দেখাচ্ছে।,negative,,,
7e1180ca53c615f5,bangla_script,4,positive,প্রোডাক্ট ভালোই লেগেছে কিন্তু স্প্রে টা ঠিক মতো কাজ করে না ২ টা স্প্রে করলেই আটকায় যায় আর স্প্রে হতে চায় না কারন ভিতরে সূক্ষ্ম সূক্ষ্ম গুঁড়ো থেকে যায় যেটার জন্য স্প্রে পাইপ আটকায় যায়। সেলার কে প্রোডাক্ট টা উৎপাদন এর পর আরো ভালো মতো ছেঁকে নিতে হবে অথবা উৎপাদন এর সিস্টেম চেঞ্জ করতে হবে।,negative,,,
b2c48280aded91fd,mixed_script,5,positive,সবার কথা বলতে পারব না কিন্তু আমার জন্য এটা পারফেক্ট হয়নি। আমার গায়ের জোর একটু বেশি দ্রুত দিতে গেলে ফেটে যায় qualities bad not parfact on me🖕🖕🖕,negative,,,
4bf24d7a323e532b,bangla_script,5,positive,প্রডাক্ট টা কোনো কাজেরই নয় । ধোকা খাইলাম,negative,,,
c68c1933ec4c576b,romanized,5,positive,temon kaj kore na,negative,,,
b638fef427077e6c,romanized,5,positive,Packet futa chilo,negative,,,
9cf4244c753e8405,bangla_script,5,positive,"বাজে একটা প্রডাক্ট দিয়েছেন পেইজ খুজতে আজ ২/৩দিন লাহলো আর এটা কি কি করে তাও জানিনা, আমাকে পাঠিয়েছেন এই প্রডাক্ট ফেরত নেন আমার কোন প্রয়োজনীয় প্রডাক্ট না কাস্টমার কেন হেরেস মেন্ট আমি কনফিউশান পরে গেছি আমি কি অর্ডার করেছি পরে ভেবোছি করেছি হয়তো মনে নেই,এই বাজে খেলনা আমি কি কারনে অর্ডার করবো, প্লিজ ২১৭টাকা দিয়ে আমি পাগল হইনাই এই প্রডাক্ট নিতে দারাজ একটা সম্মানিত প্রতিষ্ঠান কলংক লাগাবেন আশা করি প্রডাক্ট ফেরত নিবেন,",negative,,,
e6d9420034795b44,bangla_script,5,positive,একটা দেখিয়ে আরেটা দিয়েছে,negative,,,
cd53d77d56ca355f,english,3,negative,it worth its price,positive,,,
4f1a313508967574,bangla_script,1,negative,আলহামদুলিল্লাহ আমি যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি তো আপনার আলহামদুলিল্লাহ নিতে পারেন দারাজ কে ধন্যবাদ আপনারাও নিতে পারেন মাশাল্লাহ খুব ভালো জিনিস ছবির মধ্যে যেটা দেখিয়েছে সেটাই দিয়েছে আমারে,positive,,,
cdaa004d4a40db98,romanized_codemixed,5,positive,products quality very bad. puratai condom er toiri,negative,,,
5bb22ffbffbda401,romanized_codemixed,5,positive,half e khali chilo. very disappointing 😊,negative,,,
e1930e9b1117f17b,romanized_codemixed,4,positive,box ta te opposite side E Onek boro daag chilo 🚩bhalo Lage nai faltu fake price onno shob jaigai 300 taka ei Khane 500,negative,,,
b43e2e206cb1d7a5,english,1,negative,jast wow <URL> very good,positive,,,
d0ad68894ca94089,bangla_script,5,positive,বাজে একদম লাইট জলে না বেশি বাজে,negative,,,
6407facfa5a2c026,romanized,5,positive,vanga chilo,negative,,,
f2f573cc53ed9e07,bangla_script,5,positive,খুব বাজে জিনিস 😭🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 আমার টাকাই নষ্ট 🤬🤬🤬🤬🤬,negative,,,
1993df6fbc4c0a4e,romanized,5,positive,amar hoy nai ami bolce akta dica arak ta,negative,,,
9569ed6de9bb006b,bangla_script,5,positive,"খুবই বাজে সেলার, মোবাইলের কাভারের পরিবর্তে মহিলাদের এক কানের দুল ধরিয়ে দিছে।😠😠😠😠",negative,,,
7c4b2a363c7831a5,english,4,positive,The price is too much. The product is nice but doesn’t really show much on my waterline.,negative,,,
5e2323d4afa17721,romanized_codemixed,4,positive,dam hisab korle tik tak but aita moteo first copy na obosso ai dam a first copy nia impossible but ami first copy suggest korbo aktu basi dam holeo. karon first copy use korar por aita jokon use korci aitake moteo valo bola jai na. Budget kom takle recommend nahole na.,negative,,,
a989ae12a3d2d2cf,bangla_script,1,negative,"সাইজে ছোট কিন্তু কোয়ালিটি খুবই ভাল, ধন্যবাদ দারাজ কে",positive,,,
410c27e333a24016,mixed_script,5,positive,"ধন মার্কা L সাইজ দিছে,সিটার সেলার",negative,,,
5abd5ae7d01a701b,bangla_script,5,positive,"বাটপারের গুষ্টি, অর্ডার করছি ৪ টা দিছে ৩ টা। এইসব ফালতু সেলার কে ব্যান্ড করা উচিত দারাজের।",negative,,,
89238febec07787e,romanized_codemixed,5,positive,Motamuti cole but damta onek beshi ata dam howa dorkar 60-70 tk coz ata khub khub patla,negative,,,
f469701c992ad1af,bangla_script,3,negative,আমি ৫দিন বেবহার করে বলছি জিনিস টাখুব ভাল,positive,,,
033c7839cf05369f,bangla_script,5,positive,"কোয়ালিটি এত বাজে, যা আশা করি নাই আর কখনো ভিম পাউডার কিনবো না, কাউকেই কিনার জন্য রিকমেন্ড করবো না...!",negative,,,
57f3306e0a69a04f,bangla_script,3,negative,খারাপ না ভালোই চাইলে নিতে পারেন,positive,,,
4967abce71bc0787,romanized_codemixed,5,positive,product er packaging valo chilo but quality khub ekta valo mone hocche na. joto ta shokto vabsilam toto ta na. kono heavy saree rakhle vege jabe emin mine hocche. discount prize thik ase but delivery charge ta ro ektu komale valo hoto,negative,,,
5dac8d28a9d56e41,romanized_codemixed,4,positive,1month use kora por review delam liquid ta good 😃 but spary ta tite are not good quality 😤😤,negative,,,
c03228c0d4a887af,english,1,negative,"Charges fast. With battery automation on, my iPhone is never overcharged! On 5th Aug 2021 my battery health was 97%. After using this charger with usb c provided by iphone my battery health shows 94%! Today 28th Aug 2021. Now i am afraid to use this product.",positive,,,
2dc9496a13b32aa9,english,5,positive,Not good as like picture,negative,,,
941da665d96e1b69,romanized,2,negative,kom dame valo kichu,positive,,,
c7d966e59241e8f9,bangla_script,5,positive,ষ্টীলের হলে চুন্বকে লেগে থাকবে কেন ? এই গুলো খুবেই সেনসেটিভ যন্ত্র মুখে যনি নকল যন্ত্র লাগিয়ে কাজ করা হয় তা হলে রক্ত বের হলে থামবে না এবং ক্যান্সারের মত মরণ ব্যাধি হতে বাদ্য ৷ বিঃ দ্রঃ - তাই এই সমস্ত নকন পণ্য সরবাহ না করার জন্য সেইলার কে সাবধান করা উচিত ৷ চিত্রে দেখেছেন একটা যন্ত্রও ষ্টীলনেস ষ্টীল যন্ত্র নয় লোহার উপর ষ্টীলের কালার করা প্রমান সহকারে উপস্থাপন করলাম ৷ অনুগ্রহ করে যত দ্রুত টাকা পাঠাবেন ততই আমার জন্য মঙ্গল হলে ৷,negative,,,
ff9a438ef78d557d,romanized_codemixed,3,negative,Product gulo khub vlo chilo packaging vlo chilo,positive,,,
f68de0d8dfcd5fb0,english,5,positive,"Your packaging was very disappointing, one bottle was broken, leak. Bottle water has wash out my other products, it's very irresponsible service. Be careful about your service",negative,,,
e3a513110390a22a,bangla_script,3,negative,"আলহামদুলিল্লাহ, ঠিকঠাক।",positive,,,
bc16508f7afaad46,english,3,negative,"camera vignette issue, really wanted to use it",positive,,,
c892cbce8b4d212c,mixed_script,3,negative,ঘড়িটা অনেক স্টাইলিশ এক কথায় অসাধারণ সাথে TWS দারুণ সাউন্ড কিন্তু ঘড়ির চার্য কম থাকে সর্বোচ্চ হলে তিন চার্য থাকে ঘড়ি ডেলিভারি পেতে ৪০ দিন সময় লাগছে 😡,positive,,,
17b243eee346b163,romanized,3,negative,Alhamdulillah valo..Neya jai..!,positive,,,
c0337649bc183cfa,bangla_script,3,negative,খুব ভলো চশমা ছিল ভাই,positive,,,
673f9371eca7d30e,bangla_script,3,negative,ভালোই আছে নিতে পারেন। আর কিছু বলার নেই,positive,,,
2de2e979f16e52c3,bangla_script,5,positive,কফির গেটাপ টা সুন্দর না। লোকাল প্রোডাক্ট মনে হয়।,negative,,,
77549c0c6f108db1,bangla_script,1,negative,"আলহামদুলিল্লাহ ভালো পণ্য পাইছি। কিন্তু ফিতা নর্মাল হয়ে গেছে, কোন ব্যাপার না এই টাকা এটাই ভালো। চার্জ থাকে ভালো। আপনারা চাইলে সবাই নিতে পারেন। দারাজ থেকে কোন দিনও ঢোকেনি।",positive,,,
8d058433ce8e9799,romanized_codemixed,5,positive,onk chuto size,negative,,,
63022c04bd86b63d,english,5,positive,Very much poor delivery service.. I really disappointed thier delivery service this time....,negative,,,
62ba2d0e7c51370d,romanized_codemixed,4,positive,There was a hole in the packet. May be because of the delivery. Thankfully not much was spilled.,negative,,,
8b3dcf30b2284305,bangla_script,5,positive,আর জীবনে ডারাজের কোন প্রডাক্ট কিনবো না। সবগুলো প্রতারক। এত ছোট সাইজ যা ছবির সাথে কখনো মিলেছে না।,negative,,,
561980bb6f6cfc76,bangla_script,5,positive,একদম বাজে। চাইলাম কি আর দিলো কি? পালতু কোথাকার,negative,,,
310bea03fff9b0f1,romanized_codemixed,5,positive,dilam ki r pailam ki.baja quality,negative,,,
7501da699e0ee456,romanized_codemixed,3,negative,Dam hishebe valo ase but amr motey interface ta onek slow 4GB ram bole kotha but overall satisfied product,positive,,,
fcf07d7844a6081c,bangla_script,5,positive,কোথাও কোন উতপাদন তারিখ ও মেয়াত তারিখ পেলাম না।এটার কারণ কি সমাধান চাই।,negative,,,
8a5e1ad8bec57632,english,5,positive,cartoon was torn,negative,,,
9893fc879282f51c,bangla_script,5,positive,মোটামুটি চলার মত,negative,,,
924b4dcaa3d4b7b9,bangla_script,5,positive,"একদিন পড়ছি সেলাই ছুটে গেছে. একটা গ্লাভস এর মূল্য ৫৭৫ টাকা এটির যদি একদিনের বেশী না পড়া যায় আপনারা যে টাকাটা নিয়েছেন সেটা কি হালাল হচ্ছে,",negative,,,
7460e20b069065a4,english,3,negative,It looks like chemicals & test is good.,positive,,,
c07007a79e8a644d,bangla_script,4,positive,মোটামুটি চলে কিন্তু খুবই পাতলা। সামনের স্টিকার গুলোর কোয়ালিটি ভালো না,negative,,,
